City,Lat,Lng,MaxTemp,Humidity,Cloudiness,Wind Speed,Country,Date
b'Nome',64.5,-165.41,39.2,86,90,27.51,US,1602896985
b'Liancheng',24.05,105.08,53.98,87,87,3.74,CN,1602896985
"b""Severo-Kuril'sk""",50.68,156.12,43.32,63,92,25.79,RU,1602896985
b'Atar',20.52,-13.05,87.75,25,19,6.98,MR,1602896985
b'Ikwiriri',-7.96,38.97,71.15,94,51,0.87,TZ,1602896985
b'Martvili',42.41,42.38,53.6,100,90,2.24,GE,1602896985
b'Koubia',11.58,-11.9,68,90,50,2.98,GN,1602896985
b'Mae Sai',20.43,99.88,77,83,75,11.41,TH,1602896985
b'Beira',-19.84,34.84,75.2,69,75,11.41,MZ,1602896985
b'Chimbote',-9.09,-78.58,62.22,87,49,5.35,PE,1602896985
b'Broken Hill',-31.95,141.43,64.4,82,90,11.41,AU,1602896986
b'Yerbogache\xcc\x88n',61.28,108.01,25.3,95,100,9.71,RU,1602896986
b'Chinsali',-10.54,32.08,62.44,78,0,5.68,ZM,1602896986
b'Carutapera',-1.2,-46.02,79.27,81,54,7.56,BR,1602896986
b'Presidencia Roque Sa\xcc\x81enz Pen\xcc\x83a',-26.79,-60.44,75.58,59,98,3.65,AR,1602896773
b'Fairbanks',64.84,-147.72,23,45,1,9.17,US,1602896693
b'Palmer',42.16,-72.33,50,93,75,5.82,US,1602896925
b'Flinders',-34.58,150.86,73.99,68,100,5.01,AU,1602896986
b'Marshall',34.38,-86.33,51.8,50,1,4.7,US,1602896971
"b""Tigil'""",57.8,158.67,39.45,71,99,14.43,RU,1602896986
b'Saldanha',-33.01,17.94,59,87,59,6.93,ZA,1602896986
b'Moose Factory',51.26,-80.61,37.4,64,90,10.29,CA,1602896787
b'Jiuquan',39.74,98.52,46.35,43,99,6.53,CN,1602896986
b'Dongsheng',39.82,109.98,42.26,54,0,10.74,CN,1602896987
b'Kendari',-3.94,122.5,86.18,64,100,2.62,ID,1602896987
b'Aras',42.56,-2.36,42.01,100,20,3.36,ES,1602896987
b'Dunda',-8.12,34.25,65.46,74,0,3.11,TZ,1602896987
b'Saint-Pierre',-21.34,55.48,71.6,60,5,8.05,RE,1602896987
b'Campbell River',50.02,-125.24,55.4,87,75,9.22,CA,1602896987
b'Buala',-8.14,159.59,85.12,71,9,5.3,SB,1602896987
b'Chhor',25.52,69.77,86.74,14,41,11.36,PK,1602896987
b'Malanje',-9.54,16.34,66.16,92,99,2.77,AO,1602896987
b'Sitka',57.05,-135.33,50,66,75,10.29,US,1602896943
b'Kattiva\xcc\x84kkam',13.22,80.32,78.8,94,75,2.24,IN,1602896987
b'Wukari',7.85,9.78,75.11,90,98,8.32,NG,1602896740
b'Kysyl-Syr',63.9,122.76,16.14,92,100,10.11,RU,1602896988
b'Anloga',5.79,0.9,77,88,20,4.7,GH,1602896988
b'Kang',-23.68,22.79,74.17,27,28,8.57,BW,1602896988
b'Kodinsk',58.69,99.18,27.37,95,100,6.8,RU,1602896991
b'Carnarvon',-24.87,113.63,71.6,78,0,19.46,AU,1602896991
b'Sivas Province',39.79,37,42.8,56,0,4.7,TR,1602896991
b'Pisco',-13.7,-76.22,63,88,0,17.22,PE,1602896711
b'Elliot',-31.33,27.85,60.49,30,0,6.22,ZA,1602896991
b'Yur\xe2\x80\x99yev-Pol\xe2\x80\x99skiy',56.5,39.68,32.72,96,0,6.26,RU,1602896991
b'Ni\xcc\x81sia Floresta',-6.09,-35.21,77,83,20,10.29,BR,1602896991
b'Araouane',18.9,-3.53,90.64,14,0,9.98,ML,1602896991
b'Bataipora\xcc\x83',-22.3,-53.27,69.94,74,4,5.68,BR,1602896991
b'Luanda',-8.84,13.23,77,83,75,5.82,AO,1602896992
b'Saint George',37.1,-113.58,82.4,8,1,4.7,US,1602896808
b'Batticaloa',7.71,81.69,75.52,69,34,6.04,LK,1602896992
b'Saint Stephen',50.33,-4.9,53.01,87,86,12.75,GB,1602896992
b'Cabedelo',-6.98,-34.83,77,83,20,4.7,BR,1602896992
b'Korla',41.76,86.15,43,68,0,3,CN,1602896992
"b""Kuril'sk""",45.23,147.88,52.56,63,10,12.93,RU,1602896992
b'Vao',-22.67,167.48,69.64,72,0,14.38,NC,1602896716
b'Suntar',62.14,117.63,23.97,90,76,9.93,RU,1602896992
b'Sola',-13.88,167.55,84.2,79,75,5.82,VU,1602896992
b'Emba',48.83,58.14,48.7,51,15,10.54,KZ,1602896759
b'Sistranda',63.73,8.83,44.6,100,75,23.04,NO,1602896788
b'Bourail',-21.57,165.48,72.79,73,76,13.94,NC,1602896993
b'Riyadh',24.69,46.72,68,37,0,2.24,SA,1602896956
b'Mukhen',48.1,136.1,44.38,58,0,12.06,RU,1602896993
b'Martapura',-3.42,114.85,80.6,88,40,4.7,ID,1602896993
b'Ekibastuz',51.67,75.37,49.35,49,100,14.18,KZ,1602896858
b'Aklavik',68.22,-135.01,21.2,57,75,8.05,CA,1602896993
b'Ouadda',8.08,22.4,67.95,85,92,1.99,CF,1602896993
b'Mogadishu',2.04,45.34,79.05,82,99,13.76,SO,1602896983
b'Zhangjiakou',40.81,114.88,47.89,46,0,5.53,CN,1602896993
b'Mi\xcc\x84na\xcc\x84b',27.15,57.08,64.4,23,0,9.17,IR,1602896993
b'El Cobre',20.05,-75.95,80.6,88,75,2.24,CU,1602896993
b'Shubarshi',48.59,57.19,49.98,48,42,10.4,KZ,1602896994
b'Seoul',37.57,126.98,55.4,76,1,1.83,KR,1602896719
b'Vila',42.03,-8.16,45,89,100,3.69,PT,1602896994
b'Houston',29.76,-95.36,62.01,77,90,6.93,US,1602896377
b'Doba',8.65,16.85,70.03,89,39,3.44,TD,1602896994
b'Saint-Augustin',51.23,-58.65,46.22,93,45,3.29,CA,1602896994
b'Maumere',-8.62,122.21,84.61,62,93,1.66,ID,1602896994
b'Chiredzi',-21.05,31.67,68.94,72,0,9.57,ZW,1602896994
b'Ust-Kuyga',70.02,135.6,18.03,96,100,7.72,RU,1602896994
b'Livingston',55.9,-3.52,48.2,81,90,6.93,GB,1602896994
b'Tilichiki',60.47,166.1,37.6,73,13,4.7,RU,1602896994
b'Nara',34.69,135.8,57,93,75,1.12,JP,1602896995
b'Nioki',-2.72,17.68,70.79,96,100,2.64,CD,1602896998
b'Ishigaki',24.34,124.16,78.8,88,75,18.34,JP,1602896998
b'Hi\xcc\x84t',33.64,42.83,72.12,30,0,9.33,IQ,1602896998
b'Houma',29.6,-90.72,63,72,40,12.75,US,1602896865
b'Acopiara',-6.1,-39.45,75.51,61,3,9.37,BR,1602896998
b'Guerrero Negro',27.98,-114.06,75.69,60,0,15.75,MX,1602896998
b'Lesnoy',57.62,63.08,41.2,87,100,4.07,RU,1602896998
b'Mehamn',71.04,27.85,35.51,81,100,9.62,NO,1602896998
b'Ra\xcc\x84nikhet',29.65,79.42,51.96,61,0,4.45,IN,1602896998
b'Aksarka',66.56,67.8,29.5,98,100,25.43,RU,1602896999
b'Inuvik',68.35,-133.72,21.2,57,75,8.05,CA,1602896999
b'Puerto Narin\xcc\x83o',-3.77,-70.38,78.8,100,40,1.97,CO,1602896999
b'Lashio',22.93,97.75,66.6,95,100,0.74,MM,1602896726
b'Newark',40.74,-74.17,53.6,87,90,8.05,US,1602896490
b'Springfield',37.22,-93.3,53.6,32,1,4.7,US,1602896845
b'Neiafu',-18.65,-173.98,77,83,75,14.99,TO,1602896999
b'Muzhi',65.37,64.67,28.78,97,100,18.41,RU,1602896999
b'Port Hedland',-20.32,118.57,87.8,29,0,21.92,AU,1602896999
b'Hamilton',39.18,-84.53,46,56,1,3.36,US,1602896817
b'New Bern',35.11,-77.04,59,93,90,11.41,US,1602896788
b'Bereda',43.27,-7.54,48,100,100,3,ES,1602896999
b'Guarapari',-20.67,-40.5,71.01,83,100,5.82,BR,1602896999
b'Walvis Bay',-22.96,14.51,57,93,52,5.82,NA,1602896999
b'Taunggyi',20.78,97.03,62.46,100,100,2.15,MM,1602897000
b'Priargunsk',50.37,119.1,34.95,81,0,17.85,RU,1602897000
b'Dundee',56.5,-2.97,45,81,75,5.82,GB,1602896728
b'Murovani Kurylivtsi',48.72,27.52,53.01,94,100,4,UA,1602897000
b'Santa Isabel Rio Negro',-0.41,-65.02,75.78,84,94,1.79,BR,1602896726
b'Changji',44.02,87.32,44.6,48,0,6.71,CN,1602897000
b'Iquique',-20.22,-70.14,62.6,77,90,16.11,CL,1602896821
b'Pacifica',37.61,-122.49,93.2,14,20,13.87,US,1602896762
b'Hambantota',6.12,81.12,77,88,20,9.17,LK,1602896707
b'Calvinia',-31.47,19.78,63.57,29,0,2.35,ZA,1602897000
b'Bethalto',38.91,-90.04,50,43,1,4.7,US,1602897000
b'Bartica',6.4,-58.62,80.6,78,0,6.93,GY,1602897000
b'Jaguara\xcc\x83o',-32.57,-53.38,57.92,89,0,12.66,BR,1602897001
b'Sama\xcc\x84stipur',25.85,85.78,80.04,73,0,2.84,IN,1602897001
b'Tv\xc3\xb8royri',61.56,-6.81,42.8,93,85,16.11,FO,1602896925
b'Olonets',60.98,32.97,32.31,97,8,2.59,RU,1602897001
b'Bud',39.45,-86.18,48.99,42,90,3.36,US,1602897001
b'Sergeevka',53.88,67.42,49.66,55,100,13.38,KZ,1602897001
b'Leshukonskoye',64.9,45.76,31.15,98,91,7.07,RU,1602897001
b'Aseri',59.45,26.87,40.95,73,73,5.91,EE,1602897002
b'Ubari',26.59,12.78,79.54,16,0,12.15,LY,1602897002
b'Fukuecho\xcc\x84',32.69,128.84,62.6,72,75,13.87,JP,1602896718
b'Zhanjiang',21.28,110.34,72.7,77,72,11.63,CN,1602897005
b'Kremenchuk',49.1,33.42,59.68,90,53,5.37,UA,1602897005
b'Ka\xcc\x84la\xcc\x84vad',22.22,70.38,82.4,74,40,6.93,IN,1602897005
b'Buraidah',26.33,43.98,64.4,39,0,5.82,SA,1602897005
b'Kiunga',-6.12,141.29,82.11,73,62,3.33,PG,1602896752
b'Erbil',36.19,44.01,62.6,23,0,4.7,IQ,1602897005
b'Tymovskoye',50.85,142.66,45.39,56,0,10.54,RU,1602897005
b'Kholmogory',64.22,41.66,32,96,2,4.47,RU,1602897006
b'Kalmunai',7.42,81.82,76.71,76,73,2.73,LK,1602897006
b'Acari\xcc\x81',-15.43,-74.62,67.28,68,61,3.8,PE,1602897006
b'Avera',33.19,-82.53,64.4,72,1,8.05,US,1602897006
b'Elizabeth City',36.29,-76.25,57.2,93,90,18.34,US,1602896724
b'Harlingen',26.19,-97.7,64,100,90,14.99,US,1602896716
b'Bukama',-9.2,25.85,72.41,72,0,2.04,CD,1602897006
b'Yumen',40.28,97.2,43.92,48,100,12.33,CN,1602897006
b'Jalu',29.03,21.55,79.3,29,0,15.19,LY,1602896751
b'Provost',52.35,-110.27,29.53,72,100,11.16,CA,1602896741
b'Touros',-5.2,-35.46,77,83,20,10.29,BR,1602896738
b'Cabra',37.47,-4.44,53.01,62,18,1.21,ES,1602897006
b'Pucallpa',-8.38,-74.55,75.2,94,75,2.24,PE,1602896984
b'Thinadhoo',0.53,72.93,82.67,77,20,18.95,MV,1602897007
b'Srednekolymsk',67.45,153.68,26.26,97,82,12.91,RU,1602897007
b'Conde',-7.26,-34.91,77,83,20,4.7,BR,1602897007
b'Prado',-17.34,-39.22,73.31,85,100,11.59,BR,1602897007
b'Todos Santos',23.45,-110.22,82.99,92,0,6.49,MX,1602897007
b'Chifeng',42.27,118.96,50.23,43,0,10.4,CN,1602897007
b'Go\xcc\x84tsucho\xcc\x84',35,132.22,55.4,93,75,8.05,JP,1602897007
b'Pho Chai',16.33,103.77,73.4,94,75,5.82,TH,1602897007
b'Mayumba',-3.43,10.66,76.44,85,100,6.13,GA,1602897007
b'La Santisima Trinidad',-14.83,-64.9,77.2,67,0,3.2,BO,1602896761
b'Coquimbo',-29.95,-71.34,53.6,87,20,5.82,CL,1602896769
b'Galle',6.04,80.22,79.29,79,64,12.3,LK,1602897007
b'Itatskiy',56.07,89.04,42.33,84,96,13.2,RU,1602897007
b'Leningradskiy',69.38,178.42,35.51,86,76,6.22,RU,1602897007
b'Klaksvi\xcc\x81k',62.23,-6.59,42.8,93,40,16.11,FO,1602897008
b'Port Elizabeth',-33.92,25.57,60.8,93,20,5.82,ZA,1602896830
b'Tranby',59.82,10.25,43,83,0,1.74,NO,1602897008
b'Qaqortoq',60.72,-46.03,41,77,100,3.36,GL,1602897008
b'Falkenberg',56.91,12.49,39.2,86,0,9.17,SE,1602897008
b'Marzuq',14.4,46.47,64,28,0,2.21,YE,1602896709
b'Byron Bay',-28.65,153.62,80.01,54,71,8.05,AU,1602897008
b'Slidell',30.28,-89.78,62.6,72,75,3.36,US,1602897008
b'Alpena',45.06,-83.43,33.8,74,1,3.36,US,1602897008
b'Potenza',40.64,15.81,46.99,81,3,3,IT,1602896845
b'Ussel',45.55,2.32,43.11,90,100,3.18,FR,1602897008
b'Sibolga',1.74,98.78,80.17,72,100,1.7,ID,1602896929
b'Padang',-0.95,100.35,82.13,66,100,1.7,ID,1602896914
b'San Marcos',33.14,-117.17,79,57,1,3.47,US,1602896876
b'Punta Alta',-38.88,-62.07,70.12,58,0,16.75,AR,1602897012
b'La\xcc\x81zaro Ca\xcc\x81rdenas',17.96,-102.2,81.55,83,100,1.68,MX,1602897012
b'Bereket',39.24,55.52,53.98,39,0,7.87,TM,1602897012
b'Camabatela',-8.19,15.38,65.64,100,99,3.6,AO,1602897012
b'Santiago',-33.46,-70.65,64.4,63,0,10.29,CL,1602896726
b'Nuevitas',21.55,-77.26,80.6,88,82,6.93,CU,1602897012
b'Egvekinot',66.32,-179.17,34.11,99,100,9.75,RU,1602896713
b'Lorengau',-2.02,147.27,83.19,81,100,9.51,PG,1602897012
b'Ouallam',14.32,2.09,89.82,24,12,6.26,NE,1602897012
b'Masty',53.41,24.54,41.43,85,99,8.43,BY,1602897013
b'Troms\xc3\xb8',69.65,18.96,32,90,90,10.29,NO,1602897013
b'Taltal',-25.4,-70.48,62.19,55,10,4.65,CL,1602897013
b'Polunochnoye',60.87,60.42,29.57,95,100,6.13,RU,1602897013
b'Manat',7.53,126.02,82.4,78,75,5.82,PH,1602897013
b'Praia da Vito\xcc\x81ria',38.73,-27.07,64.4,93,40,6.71,PT,1602896736
b'Sapouy',11.55,-1.77,77.86,62,10,5.17,BF,1602896941
b'Chengzihe',45.33,131.07,47.34,52,0,7.83,CN,1602897013
b'Makushino',55.21,67.24,47.48,65,100,9.17,RU,1602897013
b'Gemena',3.25,19.77,70.41,95,100,1.83,CD,1602897013
b'Dawson Creek',55.77,-120.24,32,88,40,4.7,CA,1602897013
b'Alice Springs',-23.7,133.88,93.2,23,0,21.92,AU,1602897013
b'Opuwo',-18.06,13.84,65.23,55,58,1.03,NA,1602896732
b'Comodoro Rivadavia',-45.87,-67.5,64.4,52,0,6.13,AR,1602897014
b'Helong',42.54,129,50.07,47,0,7.43,CN,1602897014
b'Zyryanka',65.75,150.85,29.37,98,100,12.59,RU,1602897014
b'Lumut',4.23,100.63,78.8,94,20,6.04,MY,1602897014
b'R\xc3\xb8nne',55.1,14.71,46.4,100,100,2.24,DK,1602897014
b'Mandalgovi',45.76,106.27,37.44,69,100,11.39,MN,1602896886
b'Xining',36.62,101.77,39.92,66,8,2.24,CN,1602897014
b'Acarau\xcc\x81',-2.89,-40.12,77.83,81,2,12.48,BR,1602897014
b'Provincie Utrecht',52,5.25,46,92,72,2.08,NL,1602896886
b'Khovd',48.01,91.64,33.35,75,0,2.71,MN,1602896740
b'Shache',38.42,77.24,39.47,65,0,2.89,CN,1602897014
b'Singapore',1.29,103.85,84.2,83,75,4.7,SG,1602896905
b'Salalah',17.02,54.09,75.2,50,0,2.24,OM,1602896710
b'Lucapa',-8.42,20.74,65.16,93,99,0.89,AO,1602897014
b'Badou',7.58,0.6,72.9,90,90,1.52,TG,1602897015
b'Tazovsky',67.47,78.7,28.72,97,100,22.03,RU,1602897012
b'Balikpapan',-1.27,116.83,77,100,75,11.41,ID,1602897015
b'Deli\xcc\x84ja\xcc\x84n',33.99,50.68,50.43,40,0,0.67,IR,1602897015
b'Hualmay',-11.1,-77.61,63.72,81,13,7.7,PE,1602896723
b'Novikovo',51.15,37.89,47.25,86,27,4.99,RU,1602897015
b'Price',39.6,-110.81,66.2,15,1,6.93,US,1602897015
b'Knin',44.04,16.2,52,98,100,3.44,HR,1602897015
b'Adrar',20.5,-10.07,86.72,17,0,8.9,MR,1602897015
b'Kalabo',-14.97,22.68,72.12,32,0,6.35,ZM,1602897015
b'Tortoli\xcc\x80',39.93,9.66,59,51,5,4.7,IT,1602897015
b'Airai',-8.93,125.41,78.06,41,35,3.31,TL,1602897015
b'Bonavista',48.65,-53.11,48,81,0,1.01,CA,1602896750
b'Yangi Marg`ilon',40.43,71.72,50,66,0,6.93,UZ,1602897019
b'Mount Gambier',-37.83,140.77,57.2,76,40,21.92,AU,1602897019
b'Kologriv',58.83,44.32,33.35,92,79,7.31,RU,1602897019
b'Tete',-16.16,33.59,77,53,0,13.87,MZ,1602896984
